Date,BTC,XRP,BNB,DOGE,ADA,TRX,LTC,LINK,BCH,EOS,ETC,MKR,ZEC,XLM,XMR,MANA,THETA,DASH,NEO,ELF,SNX,STORJ,STEEM,QTUM,VGX,ENJ,DGB,ZEN,ZRX,GLM,ZIL,BAT,GFT,GNO,IOTA,MED,LRC,POWR,AMB,WAVES,CVC,RVN,ONT,REN,STMX,XDC,DENT,ARK,IOST,BLZ,GAS,WAXP,NMR,ANT,OMG,ADX,RLC,VIC,LSK,SBD,ARDR,TRAC,PRO,BTG,MLN,CTXC,XVG,XNO,MTL,XEM,ICX,UQC,STRAX,DCR,SNT,SWFTC,UTK,PIVX,SYS,REQ,FUN,VIB,NULS,IDEX,MDT,BORG
2018-03-16,8359.36528334063,0.703766,9.12466717501761,0.0035496148480449467,0.1873430230133917,0.030544998993907366,165.90464963150686,0.4263885797996253,953.5071336423482,5.144024177068617,18.448787186030092,737.2398058573032,244.34,0.24269818033603402,215.87117947960215,0.08602313414984374,0.14936709117166805,422.84339170132944,70.32882398917774,0.616665012343333,,0.8037260318531307,2.145216991179988,15.7861,2.778417997289609,0.10758793974866197,0.022338310263804135,20.068121546691433,0.490615302164828,0.250772,0.04195072050903642,0.19886632960307532,0.2571834166974478,86.34776956670868,1.1044544410689927,0.018921454568588368,0.3089229188617018,0.4013720257916463,,5.21463,0.26554195370855044,,,0.044046707754474904,0.01923279042267424,,0.011527484249794653,2.82296,0.018082841773534482,0.322208,20.4498203182579,0.14185239944157038,16.957298812175694,3.2372878849874676,11.2955,0.7604442212967866,1.0768105164809858,,12.77177000471086,2.3306315564752333,0.28712214369766226,0.169106,0.8498693785284998,64.9379362641229,66.6419,,0.031249360012212287,8.895463715497842,3.66189,0.3833831084769841,2.314818198755633,1.9522649741976097,4.842604794290066,54.984075642587186,0.11136743611929073,0.009984010722821275,0.1314272334652239,3.993115709953648,0.36777408948407436,0.17435116057062422,0.0385011,0.1431271859589155,2.626915946291788,0.16151,0.055497889078585265,0.041024308419751174
2018-03-17,8520.00815917187,0.697978,9.32083364878871,0.0035948534717438266,0.18206790679910398,0.03111475783617599,168.00631280821105,0.43762136181054795,1001.8377990421768,5.062788422892626,18.098286828851496,727.5175372672882,241.793,0.23591104453977252,220.49725632682538,0.104161533382947,0.1514296034091191,432.7179134894204,69.87426880530217,0.6659714165870984,,0.8143971895665485,2.123559475558986,15.2712,2.7678519227859417,0.12062031871493968,0.02267310684988251,21.17174692760281,0.5234501513629871,0.253769,0.04368493503493039,0.20127949053455113,0.250801233057695,87.05132999619079,1.1334896558311796,0.0192646652432369,0.32252971056989815,0.3900525398511126,0.3042461223824012,5.15319,0.2741745190970898,,,0.049363780577284654,0.02190123587831312,,0.011548358849721193,2.91472,0.01914315196297457,0.341497,20.939710160190668,0.14633697923719896,16.626070259391334,3.22785901884065,11.5612,0.778296206156019,1.1123077424222516,,13.565331511819293,2.2320622925369165,0.3149493476298561,0.173713,0.8360080975860044,64.0026378702445,66.9441,,0.03320202237219063,9.103643582270815,3.72023,0.34844560633205723,2.3200092878242047,1.992410047775128,4.749926909931742,55.77881590803649,0.10860596877647084,0.010138186131094388,0.13550957133731426,3.9476121836726987,0.4112808128959844,0.18267167261414605,0.0390077,0.15345576884380707,2.560879917000637,0.158961,0.056024340161989795,0.03873505834902079
2018-03-18,8063.4097921227,0.648311,9.190484020016697,0.003340400154133343,0.15804012169192813,0.028926810654195972,155.74907564255088,0.3816637181836032,976.5699074019982,4.631879908214504,16.73072537143344,672.7443757977361,224.654,0.20968471946314687,200.93405484870362,0.08793438394606051,0.14385336371652271,392.6442427123948,63.08164083184151,0.5858119244297769,,0.7220735577570123,1.8412286860437566,13.6955,2.4608188857973063,0.10653676227478648,0.020393267879926187,19.031868211140836,0.4539908720082434,0.22479,0.041529666255626006,0.19327400204101952,0.25464409319514747,82.70492871581885,1.1448227788780565,0.01599531551555987,0.29164239477343,0.3420972238033724,0.31992374208793295,4.69341,0.24944883895164796,,,0.04488110230182725,0.019360890025095882,,0.010092005364183755,2.53665,0.017229052130122508,0.314274,18.765834550110597,0.13111040638513102,15.559307509637778,2.7566963189768474,10.0424,0.7175719934961254,0.9907096994460975,,12.404308767880678,1.966274190859441,0.26711061128156915,0.153345,0.7724214116709733,59.49071863371983,58.3259,,0.029452054281990627,8.16659797281777,3.38392,0.29243740107770466,2.0222526378154657,1.8658148055494674,4.135813449825365,49.434004641489885,0.09364194514569071,0.009415059809783854,0.11668983784815705,3.6658712354285004,0.3623580177831591,0.16805169639456602,0.0359904,0.1324227611416919,2.336443955309985,0.136747,0.05700465474281071,0.03685855844207758
2018-03-19,8217.84219996114,0.661157,8.96181196941392,0.003178449891257441,0.15605259100982408,0.02865670418517293,153.77472623769805,0.3730335222571015,936.3871350980614,4.617455915541454,16.795174097521922,674.4644781829329,243.712,0.2202750001682906,209.57806467171613,0.08165722463185952,0.1404307731149683,394.5061482867771,65.58082969121335,0.5390872043646567,,0.6997658190669921,1.8202318716559327,13.5051,2.2623070192718453,0.10539250458033472,0.020313826403905416,17.533490266720104,0.43717967520377443,0.219219,0.04096184115421699,0.18936676241251596,0.235237392464771,80.94526237844326,1.2296336465288837,0.015982102219206967,0.28896379325620525,0.32694973793106896,0.3087937177180185,4.39606,0.23388600634792897,,,0.04294765656439925,0.018709138947925832,,0.009251475513949484,2.40931,0.016705747487430343,0.303153,18.27752232530919,0.12310076749950921,14.716481243858007,2.6522250139470547,10.4115,0.6926311993725812,1.0114897933276445,,12.254743710190501,1.904742001499658,0.26537594830099565,0.143244,0.6757073428672061,57.367550558273784,55.1517,,0.029518391106683813,8.305565319399204,3.49805,0.28602819141329433,2.062674656063293,1.9294498964165279,4.350357306785297,50.62027974483477,0.10042373220933129,0.00838173355699259,0.12187128168063928,3.4779195116495853,0.35752115752620417,0.1618272117286702,0.0351634,0.12618886226086495,2.340613352349775,0.140661,0.05316476642471666,0.033071062335863176
2018-03-20,8640.52143024258,0.73457,8.853623882613032,0.0035043053904638055,0.19463663042717663,0.03294788110858081,161.2085004055516,0.3853998368049414,1002.0683171218598,5.894444744655742,19.460001593848446,700.8246895641291,250.581,0.25111979316520916,217.044183081722,0.08981519289367444,0.1487839527438199,411.6476104490357,71.89628494540312,0.611892668099721,,0.7710086008318919,2.047661870703071,20.2571,2.3724629630247382,0.11166555362205716,0.02251975721471462,19.542343389353526,0.4697075888762658,0.247793,0.04765842818258275,0.20676190679767903,0.244356148780068,86.58261156588074,1.32874828414201,0.01806322308956016,0.3180300254135815,0.36708129062714956,,4.7881,0.25302062166734046,,,0.04339307558487801,0.0194369302811423,,0.011172640117438796,2.74029,0.01860640832577455,0.322469,20.835384020720657,0.13785440659185974,16.358991903494353,2.8788940456223004,11.3687,0.8257770435362422,1.0138155667365156,,12.91952539453338,2.1727101772547672,0.2945535819546474,0.159857,0.8586787951764207,67.51364252918874,60.8283,,0.03164271601586945,8.243084471296502,3.84961,0.3002254323190214,2.3248593297211135,1.8976895466738861,4.87172252004801,53.238083657534595,0.11882075868423814,0.00892786683835787,0.12701788388791485,3.8130745071446293,0.38125840107434417,0.181909686062112,0.0387166,0.14583909495576186,2.6200215243367397,0.14586,0.05204544372638288,0.033765754938901965
2018-03-21,8926.82049620007,0.70411,9.162013026533659,0.003662332186316753,0.20375635471668324,0.03804010396057149,168.17031984126956,0.3937510715602108,1059.8883973946756,5.978732827074802,19.97326820983251,708.0186629853564,259.665,0.2666433668874521,224.0279147811789,0.09095068385088918,0.1553685072335687,431.6396013262499,75.43085391000011,0.6433468825355696,0.48419972245836357,0.7899285787304042,2.1918941733503354,20.0085,2.750738605647698,0.11918762870683572,0.024874016599500854,19.673557631298056,0.5378750501290454,0.252124,0.04791433232276708,0.21238748386184333,0.2502112268223931,89.61906257399545,1.4277410214282706,0.0193821313933101,0.342591020694522,0.38444787291367166,0.2784275312764802,5.03108,0.25816803342426997,0.02410241533974019,,0.048411151591578175,0.01946077803360302,,0.010664562745589688,2.87241,0.018770928623150454,0.339037,24.12324062800992,0.15896461647630264,15.940108833872586,3.602630141694147,12.0841,0.8278454580799047,1.062527043099175,0.5527037749235135,13.641626758749586,2.284047027177743,0.30136122557405526,0.164851,0.7751915229788229,65.4213074749666,69.4398,,0.03490294214831711,9.174254464520907,4.35876,0.3097213522835936,2.6261879449641983,2.0647131944176365,5.17388870425366,52.76699102412519,0.11712028384088632,0.00938400572863646,0.13225938621798095,4.108746205927513,0.4431217877586502,0.21536399003478415,0.040163,0.14734393109435315,2.7197300341623816,0.121908,0.05523260222061574,0.035190209670623696
2018-03-22,8970.31790627893,0.691842,10.031165435825256,0.003660507066296081,0.21588196054455117,0.0372444488955488,169.02627441630216,0.44757059545499517,1038.5260987976415,7.022837493359313,19.73721160056142,725.3836397356351,259.601,0.25569938699306743,219.76089885095402,0.0944188835321345,0.15517794266735618,436.864097451378,73.47023398821676,0.6340169369089382,0.4613948628198412,0.8352885025090939,2.2204330227154663,19.6318,2.978167874908479,0.12444932483043962,0.02435860193900594,19.862990648090552,0.5864180959169358,0.250993,0.04768613212607643,0.20929576449766654,0.2661847454146673,90.92820685885604,1.3760637800997833,0.0213738901315487,0.4093673497811266,0.3962727033863477,0.28457610603868566,4.99989,0.26186768526478243,0.0243095615260159,,0.050037659290111156,0.026938334364529075,,0.010813314247708946,2.76321,0.021025905657076276,0.349135,23.67894906141927,0.16602616322150202,15.2947681520362,4.300727630408395,11.8546,0.8087063066590544,1.0969614099409588,0.563464139592816,13.53940258437216,2.2889899422073308,0.3007109416583628,0.16732,0.774754507177774,65.12089170931479,68.9732,,0.03400261711326024,8.673158599817738,4.36006,0.2918456411828425,3.4903977841890677,1.9664953336006359,5.38253219773057,52.107937447793496,0.11614925065020472,0.009593691767285802,0.137008347159557,4.108937903324891,0.4241262513544787,0.2414537822132286,0.0407099,0.14625491708790073,2.9253979893537205,0.116481,0.060114459328640804,0.033247636011349044
2018-03-23,8736.38576909829,0.660199,10.090219945053997,0.003553161233779421,0.20377530994314505,0.03774195733474908,163.23095428877303,0.42142190647678324,1015.2489202302746,6.986212290961336,19.591001783211176,688.1394605583902,249.29,0.2438453541050734,213.4671027614916,0.08847907311071829,0.1486613830184655,413.0625537112833,69.64850664152729,0.655609131241721,0.49565735094415037,0.880173816870809,2.1262322932106072,19.3099,2.8431975196609884,0.11583263830043361,0.023867682603335084,19.755185165383136,0.5825549271206728,0.245695,0.047720280223890535,0.20831059354277318,0.2603690470786578,85.16147662636098,1.3255533816825658,0.01985279898502884,0.4369491739572263,0.3751810545269847,0.2551255285161005,4.80947,0.2633467503578371,0.02498606329962111,1.3146085741289424,0.05106226183457109,0.02509272210071334,,0.009850646525957093,2.87385,0.02121236620712423,0.332492,22.382231920053428,0.15837302161945396,14.694527547988015,3.9567474135406147,11.4792,0.7931317260457692,1.0801753122241973,0.5654028120262262,12.518550864354346,2.2042528049046086,0.30194426434584626,0.166239,0.7496992295004722,61.244644961111476,70.1244,,0.039152725550842926,8.269599300642655,4.43961,0.2975721962437741,3.5902842236367034,1.9966427357097587,5.174826739277773,50.88034577617467,0.11168293472876727,0.009598264565972294,0.1447899347938194,3.8851609136532193,0.4157303939552426,0.2265696726713307,0.0396216,0.1480804103006993,2.751716669292187,0.109868,0.06325276895493588,0.0325686796109927
2018-03-24,8824.59283177853,0.637919,11.707239428229286,0.0035359785416570135,0.18928756545591438,0.04125439648198767,167.66014307105536,0.4104793135737564,1024.911926068143,6.977790381423153,18.88096825856224,719.355993650379,255.198,0.23518269059139554,214.40648957694376,0.09034533047054345,0.15138331327307933,429.7303570603754,68.80787749800585,0.643589981257947,0.502509036646641,0.8433389664740887,1.9547404772781243,18.2903,2.676931052780793,0.11505208380730138,0.022822538787016185,18.79789932733874,0.5579005593731865,0.247572,0.05248018603140414,0.212944979916415,0.25443584419288434,81.41566812806687,1.3382846595262725,0.01999845545403436,0.45748715291143394,0.3530471580274575,0.2661021706058687,4.68139,0.2581670927532946,0.027003254065242302,1.3759135244612413,0.047826764881231075,0.07047022604838504,,0.010025514109370928,2.70741,0.024756279277835743,0.321212,22.411550969122572,0.1584545850835013,13.632199859402384,3.6542722056975427,11.4188,0.7985289042926932,1.0665389194491903,0.528410951174548,12.00040367582068,1.9565220615455277,0.27801395155641356,0.167122,0.8037557914242092,58.677602889716496,69.7073,,0.038552162149552656,8.153762842253307,4.3089,0.27886345460326717,4.129212269635112,1.9604362250073186,5.037812540157476,53.10197210167721,0.10160149467479913,0.009747881567033422,0.15511909070473293,3.872256121562038,0.3956757642390601,0.21152192026138994,0.0405848,0.13867680820576525,2.6932612192714895,0.0957198,0.06352182808470283,0.036271671020428574
2018-03-25,8621.15079225785,0.64259,13.235912458917268,0.003481072481371006,0.18911688818908837,0.05021106797754887,158.20386293085198,0.4201074247534931,981.8746694722896,6.512734787992431,18.335766839336472,685.8841981895683,243.534,0.23562797790308104,208.34102112509325,0.09206565317033487,0.1460377301013398,424.55619201571886,65.79979202958712,0.7315520657318761,0.5181316711143225,0.8409200957283707,2.000489292596056,18.1083,2.8029596073121317,0.12360998148156228,0.02277952177608514,18.77803872742834,0.5989614536969813,0.243714,0.05333857260312106,0.21438824275909557,0.2563227174370817,78.44083499647354,1.3269770737217546,0.020207358283682746,0.5046258587512973,0.3666249246822286,0.2585931307422874,4.76851,0.25676221539934796,0.030260239280825052,1.4257976505872412,0.046658383248491676,0.05304307571933282,,0.011313076974525655,2.85415,0.025127823908233343,0.348043,21.60792059928409,0.164476367653192,12.924576286337343,3.6100446754236124,11.1289,0.7882168907648507,1.0705785365488973,0.5204507270432792,11.915272572275267,2.0174179095561433,0.27236072540055506,0.170777,0.8613944289246035,60.78576875630876,69.2322,,0.04538982948608901,7.694524236267622,5.46758,0.2814991605128637,3.622811920085645,1.8952255652892727,5.215930348831219,51.29196098878553,0.10042898717198277,0.010161944785471139,0.15409129533425653,4.215738978590383,0.3738433464674182,0.23187859749848252,0.0414788,0.14414254893269082,2.724656067960829,0.096418,0.061638473770640106,0.03130975802295663
2018-03-26,8478.63819558905,0.642111,12.747660420336196,0.0034611663436198902,0.18485616933790586,0.04549689893030671,158.85848810584235,0.4073205553809125,973.3456718966119,6.416240777692022,17.97622825945881,682.6335600494131,239.636,0.240981828738078,212.27465534812399,0.09440321934651522,0.14441765094638104,412.43384959662694,65.58073260738409,0.7123399812977289,0.5228052627546633,0.8346964699492857,2.01882604178783,18.0702,3.343061820826474,0.1302007156804073,0.02429484054354138,18.36464251654914,0.5995331037790591,0.253118,0.05263547393343305,0.21183570722012063,0.2562366020410436,82.01668192537889,1.326878652550115,0.020355089745526845,0.47239858296271975,0.3653761995778883,0.29420874538694003,4.73966,0.26363840601546207,0.03637335785907703,1.5051733890475023,0.044766087068749204,0.05434990284958043,,0.011539857554896645,2.86663,0.027895717886306005,0.365119,22.669089491589016,0.1602037057186158,13.584911276033562,3.438296092607353,10.8901,0.8090615771671874,1.114471101164882,0.5274973550031117,11.772995086526048,2.040613086326582,0.2787992895987332,0.177218,0.8765358197205487,60.637944407948176,68.5852,,0.04079306397732914,7.600683833709204,5.34784,0.2891239692245696,3.5224921720408173,2.007737906255247,5.4263456901598515,50.60965276788181,0.10024514756501031,0.00983788980901242,0.15159319689834846,4.150575837109567,0.36654507116442364,0.24748519905037186,0.0416646,0.18435015897057747,2.9465612350322883,0.101271,0.06428099016754638,0.03078804048081139
