

=== update_days = 60 ===

-- entry=0.1, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
22 -0.042983  0.117404 -0.366114  0.510929  0.117769    254.736435  2021-08-13 2023-08-12 2023-08-13 2024-08-12

-- entry=0.7, exit=1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.178677  0.252239  0.708365  0.463476  0.140021    214.253497  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.162196  0.304688  0.532335  0.482323  0.156375    191.846106  2018-03-02 2020-03-01 2020-03-02 2021-03-01
2  -0.222948  0.289821 -0.769261  0.476712  0.158683    189.056666  2018-05-01 2020-04-30 2020-05-01 2021-04-30
3   0.332823  0.311574  1.068198  0.534247  0.170847    175.596072  2018-06-30 2020-06-29 2020-06-30 2021-06-29
4   0.076499  0.318935  0.239856  0.531507  0.199730    150.202428  2018-08-29 2020-08-28 2020-08-29 2021-08-28
5   0.988429  0.397408  2.487186  0.542466  0.214354    139.955273  2018-10-28 2020-10-27 2020-10-28 2021-10-27
6   0.570282  0.540478  1.055145  0.547945  0.275184    109.018017  2018-12-27 2020-12-26 2020-12-27 2021-12-26
7   0.037440  0.250887  0.149232  0.515068  0.204447    146.737571  2019-02-25 2021-02-24 2021-02-25 2022-02-24
8   0.205996  0.266933  0.771715  0.495890  0.188297    159.322592  2019-04-26 2021-04-25 2021-04-26 2022-04-25
9   0.354000  0.288256  1.228077  0.536986  0.189047    158.690829  2019-06-25 2021-06-24 2021-06-25 2022-06-24
10  0.426334  0.381660  1.117050  0.512329  0.175508    170.932826  2019-08-24 2021-08-23 2021-08-24 2022-08-23
11  0.073088  0.193272  0.378162  0.459596  0.158609    189.143911  2019-10-23 2021-10-22 2021-10-23 2022-10-22
12  0.364911  0.157243  2.320674  0.540404  0.163831    183.115965  2019-12-22 2021-12-21 2021-12-22 2022-12-21
13  0.190183  0.171209  1.110822  0.525253  0.167879    178.699910  2020-02-20 2022-02-19 2022-02-20 2023-02-19
14  0.681645  0.257579  2.646354  0.505051  0.177004    169.487295  2020-04-20 2022-04-19 2022-04-20 2023-04-19
15  0.682503  0.239854  2.845495  0.530303  0.173029    173.381387  2020-06-19 2022-06-18 2022-06-19 2023-06-18
16  0.668367  0.290020  2.304556  0.500000  0.185592    161.645223  2020-08-18 2022-08-17 2022-08-18 2023-08-17
17  0.119133  0.142036  0.838753  0.505051  0.170515    175.937151  2020-10-17 2022-10-16 2022-10-17 2023-10-16
18 -0.081683  0.202396 -0.403579  0.526027  0.171409    175.020160  2020-12-16 2022-12-15 2022-12-16 2023-12-15
19 -0.176439  0.198434 -0.889159  0.473973  0.171636    174.788626  2021-02-14 2023-02-13 2023-02-14 2024-02-13
20  0.177436  0.181981  0.975028  0.519126  0.157038    191.037076  2021-04-15 2023-04-14 2023-04-15 2024-04-14
21  0.006600  0.124173  0.053148  0.510929  0.143273    209.390472  2021-06-14 2023-06-13 2023-06-14 2024-06-13
22 -0.023185  0.133655 -0.173472  0.497268  0.140218    213.952823  2021-08-13 2023-08-12 2023-08-13 2024-08-12

-- entry=1, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.156629  0.193038  0.811390  0.465995  0.191806    156.408336  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.115238  0.235414 -0.489512  0.467172  0.201982    148.528201  2018-03-02 2020-03-01 2020-03-02 2021-03-01
2  -0.252120  0.218873 -1.151902  0.473973  0.209323    143.319503  2018-05-01 2020-04-30 2020-05-01 2021-04-30
3   0.206313  0.233657  0.882974  0.520548  0.236565    126.815118  2018-06-30 2020-06-29 2020-06-30 2021-06-29
4   0.155746  0.246878  0.630860  0.542466  0.241924    124.005700  2018-08-29 2020-08-28 2020-08-29 2021-08-28
5   0.684418  0.312566  2.189674  0.569863  0.237831    126.140052  2018-10-28 2020-10-27 2020-10-28 2021-10-27
6   0.542686  0.348084  1.559067  0.561644  0.267710    112.061655  2018-12-27 2020-12-26 2020-12-27 2021-12-26
7   0.158060  0.205287  0.769946  0.517808  0.219435    136.714711  2019-02-25 2021-02-24 2021-02-25 2022-02-24
8   0.191611  0.188345  1.017345  0.536986  0.238632    125.716336  2019-04-26 2021-04-25 2021-04-26 2022-04-25
9   0.220737  0.181087  1.218951  0.526027  0.234784    127.777076  2019-06-25 2021-06-24 2021-06-25 2022-06-24
10  0.271717  0.252608  1.075647  0.509589  0.220632    135.972906  2019-08-24 2021-08-23 2021-08-24 2022-08-23
11 -0.092166  0.153304 -0.601198  0.444444  0.211882    141.588530  2019-10-23 2021-10-22 2021-10-23 2022-10-22
12  0.041415  0.137254  0.301738  0.484848  0.215735    139.059521  2019-12-22 2021-12-21 2021-12-22 2022-12-21
13 -0.071517  0.146557 -0.487977  0.482323  0.211746    141.679110  2020-02-20 2022-02-19 2022-02-20 2023-02-19
14  0.400573  0.183561  2.182229  0.505051  0.216328    138.678044  2020-04-20 2022-04-19 2022-04-20 2023-04-19
15  0.414392  0.169016  2.451798  0.507576  0.211870    141.596558  2020-06-19 2022-06-18 2022-06-19 2023-06-18
16  0.349853  0.201924  1.732599  0.502525  0.211869    141.596666  2020-08-18 2022-08-17 2022-08-18 2023-08-17
17 -0.038266  0.106852 -0.358118  0.464646  0.201756    148.694782  2020-10-17 2022-10-16 2022-10-17 2023-10-16
18 -0.205389  0.141764 -1.448813  0.487671  0.198329    151.264048  2020-12-16 2022-12-15 2022-12-16 2023-12-15
19 -0.087909  0.154886 -0.567571  0.487671  0.220244    136.212578  2021-02-14 2023-02-13 2023-02-14 2024-02-13
20  0.054588  0.130714  0.417615  0.516393  0.205664    145.869018  2021-04-15 2023-04-14 2023-04-15 2024-04-14
21  0.006974  0.103559  0.067341  0.513661  0.195799    153.218635  2021-06-14 2023-06-13 2023-06-14 2024-06-13
22  0.011914  0.104692  0.113797  0.489071  0.185665    161.581272  2021-08-13 2023-08-12 2023-08-13 2024-08-12

-- entry=1, exit=0.2 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.142365  0.199772  0.712638  0.468514  0.195354    153.567110  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.072710  0.240403 -0.302452  0.469697  0.208585    143.826364  2018-03-02 2020-03-01 2020-03-02 2021-03-01
2  -0.353006  0.224577 -1.571870  0.471233  0.220752    135.899128  2018-05-01 2020-04-30 2020-05-01 2021-04-30
3   0.217867  0.241518  0.902073  0.509589  0.247082    121.417123  2018-06-30 2020-06-29 2020-06-30 2021-06-29
4   0.102317  0.260130  0.393328  0.545205  0.243601    123.152172  2018-08-29 2020-08-28 2020-08-29 2021-08-28
5   0.685448  0.326933  2.096603  0.575342  0.250260    119.875102  2018-10-28 2020-10-27 2020-10-28 2021-10-27
6   0.629169  0.380604  1.653081  0.558904  0.286719    104.632114  2018-12-27 2020-12-26 2020-12-27 2021-12-26
7   0.134988  0.209282  0.645004  0.534247  0.235022    127.647560  2019-02-25 2021-02-24 2021-02-25 2022-02-24
8   0.147535  0.199801  0.738407  0.515068  0.247510    121.207148  2019-04-26 2021-04-25 2021-04-26 2022-04-25
9   0.197298  0.192095  1.027085  0.501370  0.246992    121.461190  2019-06-25 2021-06-24 2021-06-25 2022-06-24
10  0.307208  0.268770  1.143015  0.504110  0.234215    128.087557  2019-08-24 2021-08-23 2021-08-24 2022-08-23
11 -0.087400  0.153033 -0.571120  0.439394  0.216819    138.364299  2019-10-23 2021-10-22 2021-10-23 2022-10-22
12  0.066875  0.137004  0.488122  0.472222  0.229513    130.711534  2019-12-22 2021-12-21 2021-12-22 2022-12-21
13 -0.072885  0.150372 -0.484697  0.482323  0.231326    129.687190  2020-02-20 2022-02-19 2022-02-20 2023-02-19
14  0.366118  0.188867  1.938499  0.497475  0.233178    128.657180  2020-04-20 2022-04-19 2022-04-20 2023-04-19
15  0.426175  0.174959  2.435858  0.507576  0.231241    129.734752  2020-06-19 2022-06-18 2022-06-19 2023-06-18
16  0.341339  0.209019  1.633055  0.484848  0.232602    128.975693  2020-08-18 2022-08-17 2022-08-18 2023-08-17
17 -0.044396  0.110969 -0.400075  0.439394  0.219223    136.846761  2020-10-17 2022-10-16 2022-10-17 2023-10-16
18 -0.204786  0.149609 -1.368811  0.482192  0.219741    136.524606  2020-12-16 2022-12-15 2022-12-16 2023-12-15
19 -0.094076  0.160572 -0.585878  0.493151  0.234076    128.163646  2021-02-14 2023-02-13 2023-02-14 2024-02-13
20  0.060029  0.139852  0.429231  0.519126  0.211604    141.774155  2021-04-15 2023-04-14 2023-04-15 2024-04-14
21 -0.016773  0.112711 -0.148814  0.486339  0.201750    148.698809  2021-06-14 2023-06-13 2023-06-14 2024-06-13
22 -0.000798  0.110658 -0.007212  0.489071  0.189430    158.370109  2021-08-13 2023-08-12 2023-08-13 2024-08-12

-- entry=1, exit=0.5 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.257299  0.227306  1.131949  0.473552  0.198273    151.306901  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.029194  0.265253  0.110063  0.479798  0.207946    144.268401  2018-03-02 2020-03-01 2020-03-02 2021-03-01
2  -0.327503  0.243816 -1.343234  0.454795  0.221407    135.497312  2018-05-01 2020-04-30 2020-05-01 2021-04-30
3   0.178559  0.264589  0.674856  0.531507  0.238961    125.543627  2018-06-30 2020-06-29 2020-06-30 2021-06-29
4  -0.048046  0.296211 -0.162201  0.517808  0.248156    120.891727  2018-08-29 2020-08-28 2020-08-29 2021-08-28
5   0.990712  0.349368  2.835728  0.600000  0.250916    119.561887  2018-10-28 2020-10-27 2020-10-28 2021-10-27
6   0.770043  0.414647  1.857106  0.536986  0.303509     98.843746  2018-12-27 2020-12-26 2020-12-27 2021-12-26
7   0.109731  0.231651  0.473688  0.506849  0.238521    125.775052  2019-02-25 2021-02-24 2021-02-25 2022-02-24
8   0.105914  0.236786  0.447298  0.495890  0.243298    123.305751  2019-04-26 2021-04-25 2021-04-26 2022-04-25
9   0.210623  0.235470  0.894478  0.517808  0.240566    124.705842  2019-06-25 2021-06-24 2021-06-25 2022-06-24
10  0.359478  0.328589  1.094005  0.509589  0.227595    131.812884  2019-08-24 2021-08-23 2021-08-24 2022-08-23
11 -0.024580  0.176672 -0.139127  0.459596  0.210935    142.224235  2019-10-23 2021-10-22 2021-10-23 2022-10-22
12  0.252689  0.151883  1.663708  0.535354  0.224382    133.700625  2019-12-22 2021-12-21 2021-12-22 2022-12-21
13 -0.067479  0.170018 -0.396892  0.487374  0.235984    127.127041  2020-02-20 2022-02-19 2022-02-20 2023-02-19
14  0.444369  0.204742  2.170389  0.494949  0.230467    130.170574  2020-04-20 2022-04-19 2022-04-20 2023-04-19
15  0.480003  0.196750  2.439656  0.497475  0.232770    128.882605  2020-06-19 2022-06-18 2022-06-19 2023-06-18
16  0.421592  0.231508  1.821066  0.489899  0.230946    129.900739  2020-08-18 2022-08-17 2022-08-18 2023-08-17
17 -0.023378  0.114537 -0.204110  0.492424  0.219938    136.402169  2020-10-17 2022-10-16 2022-10-17 2023-10-16
18 -0.199917  0.168819 -1.184215  0.473973  0.222391    134.897384  2020-12-16 2022-12-15 2022-12-16 2023-12-15
19 -0.094752  0.172648 -0.548816  0.457534  0.234938    127.693366  2021-02-14 2023-02-13 2023-02-14 2024-02-13
20  0.158097  0.147941  1.068647  0.516393  0.218599    137.237314  2021-04-15 2023-04-14 2023-04-15 2024-04-14
21 -0.037431  0.111521 -0.335642  0.516393  0.200547    149.591008  2021-06-14 2023-06-13 2023-06-14 2024-06-13
22 -0.020142  0.114983 -0.175171  0.480874  0.188434    159.206893  2021-08-13 2023-08-12 2023-08-13 2024-08-12

-- entry=1, exit=0.7 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.201108  0.237189  0.847881  0.478589  0.195752    153.255330  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.015910  0.286372  0.055556  0.474747  0.199802    150.149017  2018-03-02 2020-03-01 2020-03-02 2021-03-01
2  -0.267982  0.265495 -1.009369  0.473973  0.212046    141.478435  2018-05-01 2020-04-30 2020-05-01 2021-04-30
3   0.217137  0.291936  0.743781  0.528767  0.222416    134.882488  2018-06-30 2020-06-29 2020-06-30 2021-06-29
4  -0.009132  0.317842 -0.028731  0.523288  0.223441    134.263445  2018-08-29 2020-08-28 2020-08-29 2021-08-28
5   0.877961  0.375637  2.337259  0.572603  0.254679    117.795287  2018-10-28 2020-10-27 2020-10-28 2021-10-27
6   0.614540  0.431145  1.425368  0.526027  0.329231     91.121487  2018-12-27 2020-12-26 2020-12-27 2021-12-26
7  -0.027375  0.254010 -0.107772  0.504110  0.242811    123.552986  2019-02-25 2021-02-24 2021-02-25 2022-02-24
8   0.118949  0.249210  0.477304  0.484932  0.235926    127.158687  2019-04-26 2021-04-25 2021-04-26 2022-04-25
9   0.305615  0.255975  1.193928  0.531507  0.238371    125.854048  2019-06-25 2021-06-24 2021-06-25 2022-06-24
10  0.413072  0.354508  1.165197  0.509589  0.220793    135.873894  2019-08-24 2021-08-23 2021-08-24 2022-08-23
11  0.006107  0.174409  0.035014  0.464646  0.198305    151.282008  2019-10-23 2021-10-22 2021-10-23 2022-10-22
12  0.328072  0.155383  2.111372  0.535354  0.213539    140.489505  2019-12-22 2021-12-21 2021-12-22 2022-12-21
13 -0.018334  0.178735 -0.102575  0.479798  0.225214    133.206919  2020-02-20 2022-02-19 2022-02-20 2023-02-19
14  0.516388  0.231500  2.230617  0.492424  0.230236    130.300912  2020-04-20 2022-04-19 2022-04-20 2023-04-19
15  0.541290  0.214840  2.519507  0.494949  0.220121    136.288646  2020-06-19 2022-06-18 2022-06-19 2023-06-18
16  0.505964  0.259282  1.951406  0.502525  0.222270    134.971229  2020-08-18 2022-08-17 2022-08-18 2023-08-17
17  0.082468  0.127551  0.646551  0.515152  0.217856    137.705887  2020-10-17 2022-10-16 2022-10-17 2023-10-16
18 -0.183194  0.185340 -0.988420  0.501370  0.218097    137.553552  2020-12-16 2022-12-15 2022-12-16 2023-12-15
19 -0.147102  0.184967 -0.795289  0.435616  0.227482    131.878629  2021-02-14 2023-02-13 2023-02-14 2024-02-13
20  0.171234  0.163172  1.049404  0.524590  0.211729    141.690536  2021-04-15 2023-04-14 2023-04-15 2024-04-14
21 -0.023794  0.116056 -0.205019  0.510929  0.196141    152.950972  2021-06-14 2023-06-13 2023-06-14 2024-06-13
22  0.004057  0.122550  0.033108  0.500000  0.182629    164.267084  2021-08-13 2023-08-12 2023-08-13 2024-08-12

-- entry=1, exit=1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.178677  0.252239  0.708365  0.463476  0.140021    214.253497  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.162196  0.304688  0.532335  0.482323  0.156375    191.846106  2018-03-02 2020-03-01 2020-03-02 2021-03-01
2  -0.222948  0.289821 -0.769261  0.476712  0.158683    189.056666  2018-05-01 2020-04-30 2020-05-01 2021-04-30
3   0.332823  0.311574  1.068198  0.534247  0.170847    175.596072  2018-06-30 2020-06-29 2020-06-30 2021-06-29
4   0.076499  0.318935  0.239856  0.531507  0.199730    150.202428  2018-08-29 2020-08-28 2020-08-29 2021-08-28
5   0.988429  0.397408  2.487186  0.542466  0.214354    139.955273  2018-10-28 2020-10-27 2020-10-28 2021-10-27
6   0.570282  0.540478  1.055145  0.547945  0.275184    109.018017  2018-12-27 2020-12-26 2020-12-27 2021-12-26
7   0.037440  0.250887  0.149232  0.515068  0.204447    146.737571  2019-02-25 2021-02-24 2021-02-25 2022-02-24
8   0.205996  0.266933  0.771715  0.495890  0.188297    159.322592  2019-04-26 2021-04-25 2021-04-26 2022-04-25
9   0.354000  0.288256  1.228077  0.536986  0.189047    158.690829  2019-06-25 2021-06-24 2021-06-25 2022-06-24
10  0.426334  0.381660  1.117050  0.512329  0.175508    170.932826  2019-08-24 2021-08-23 2021-08-24 2022-08-23
11  0.073088  0.193272  0.378162  0.459596  0.158609    189.143911  2019-10-23 2021-10-22 2021-10-23 2022-10-22
12  0.364911  0.157243  2.320674  0.540404  0.163831    183.115965  2019-12-22 2021-12-21 2021-12-22 2022-12-21
13  0.190183  0.171209  1.110822  0.525253  0.167879    178.699910  2020-02-20 2022-02-19 2022-02-20 2023-02-19
14  0.681645  0.257579  2.646354  0.505051  0.177004    169.487295  2020-04-20 2022-04-19 2022-04-20 2023-04-19
15  0.682503  0.239854  2.845495  0.530303  0.173029    173.381387  2020-06-19 2022-06-18 2022-06-19 2023-06-18
16  0.668367  0.290020  2.304556  0.500000  0.185592    161.645223  2020-08-18 2022-08-17 2022-08-18 2023-08-17
17  0.119133  0.142036  0.838753  0.505051  0.170515    175.937151  2020-10-17 2022-10-16 2022-10-17 2023-10-16
18 -0.081683  0.202396 -0.403579  0.526027  0.171409    175.020160  2020-12-16 2022-12-15 2022-12-16 2023-12-15
19 -0.176439  0.198434 -0.889159  0.473973  0.171636    174.788626  2021-02-14 2023-02-13 2023-02-14 2024-02-13
20  0.177436  0.181981  0.975028  0.519126  0.157038    191.037076  2021-04-15 2023-04-14 2023-04-15 2024-04-14
21  0.006600  0.124173  0.053148  0.510929  0.143273    209.390472  2021-06-14 2023-06-13 2023-06-14 2024-06-13
22 -0.023185  0.133655 -0.173472  0.497268  0.140218    213.952823  2021-08-13 2023-08-12 2023-08-13 2024-08-12


=== update_days = 90 ===

-- entry=0.1, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.028487  0.170152  0.167423  0.476071  0.091991    489.178679  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.025035  0.261526  0.095728  0.446970  0.089421    503.236188  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.209981  0.219875  0.955001  0.542466  0.111724    402.778174  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.384880  0.388652  0.990296  0.526027  0.117991    381.385045  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.509191  0.346734  1.468534  0.517808  0.158728    283.504612  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.372356  0.280319  1.328329  0.553425  0.113623    396.047324  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.212895  0.166377  1.279592  0.520548  0.104986    428.626762  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.097130  0.121656  0.798400  0.517808  0.090568    496.865502  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.217947  0.118498  1.839253  0.510101  0.102451    439.234742  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.024055  0.118317  0.203314  0.497475  0.098493    456.884956  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.387927  0.166756  2.326318  0.515152  0.106963    420.705624  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.047498  0.120455  0.394322  0.482323  0.096440    466.609909  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12  0.005718  0.142279  0.040189  0.526027  0.096656    465.568701  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.087733  0.123583 -0.709906  0.428962  0.109722    410.126658  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14 -0.004225  0.102370 -0.041275  0.500000  0.081608    551.418458  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=0.2 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.047311  0.177073  0.267186  0.468514  0.093883    479.319556  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.049657  0.267512  0.185626  0.464646  0.091969    489.295027  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.327577  0.226714  1.444893  0.550685  0.120422    373.686724  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.410069  0.387721  1.057637  0.550685  0.129747    346.827707  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.511734  0.360948  1.417750  0.512329  0.168826    266.546444  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.403309  0.313062  1.288273  0.553425  0.121767    369.557786  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.200608  0.173636  1.155332  0.509589  0.111109    405.009129  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.114381  0.125295  0.912900  0.512329  0.098765    455.629220  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.236115  0.121340  1.945890  0.505051  0.111743    402.709527  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.022132  0.120892  0.183072  0.484848  0.108535    414.611158  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.401240  0.170209  2.357334  0.510101  0.112047    401.615662  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.052593  0.122720  0.428557  0.472222  0.105331    427.226298  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.005960  0.147909 -0.040294  0.512329  0.104287    431.500237  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.128481  0.128869 -0.996987  0.453552  0.117721    382.258773  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14  0.012625  0.102564  0.123093  0.497268  0.086275    521.586350  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=0.5 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.051614  0.195810  0.263594  0.443325  0.110767    406.257133  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.000308  0.285948  0.001076  0.479798  0.109619    410.513209  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.243024  0.253306  0.959410  0.547945  0.131607    341.927365  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.399673  0.447504  0.893116  0.517808  0.146055    308.103843  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.565407  0.388778  1.454317  0.515068  0.199501    225.562466  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.453738  0.373532  1.214723  0.547945  0.145214    309.887036  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.289865  0.208054  1.393220  0.528767  0.133064    338.183422  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.146460  0.141375  1.035968  0.539726  0.113886    395.130316  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.301734  0.132215  2.282138  0.527778  0.126291    356.319525  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.006280  0.133973  0.046878  0.464646  0.125413    358.813235  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.484881  0.193554  2.505146  0.525253  0.130781    344.087623  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.085089  0.127234  0.668762  0.500000  0.127479    353.000575  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.049215  0.160641 -0.306367  0.517808  0.124581    361.210346  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.158517  0.143662 -1.103402  0.448087  0.133112    338.062385  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14 -0.011179  0.104057 -0.107432  0.502732  0.097641    460.873423  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=0.7 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.061397  0.211455  0.290356  0.465995  0.122645    366.912157  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1   0.022668  0.306884  0.073866  0.464646  0.120716    372.775443  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.265511  0.270390  0.981957  0.550685  0.146324    307.537629  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.434212  0.524742  0.827478  0.495890  0.156924    286.763554  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.466789  0.412551  1.131470  0.534247  0.242681    185.428391  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.470802  0.426931  1.102759  0.534247  0.158353    284.175058  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.299652  0.240531  1.245795  0.517808  0.153850    292.492238  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.182195  0.147441  1.235717  0.526027  0.134060    335.671042  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.364552  0.135121  2.697966  0.547980  0.140103    321.191773  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.065600  0.136097  0.482009  0.472222  0.139983    321.468051  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.550574  0.214990  2.560924  0.520202  0.135620    331.808530  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.133961  0.137089  0.977181  0.502525  0.131442    342.357411  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.028691  0.181332 -0.158222  0.531507  0.134761    333.924899  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.153239  0.144872 -1.057753  0.456284  0.150678    298.650169  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14  0.016056  0.110452  0.145365  0.510929  0.112739    399.151472  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.178677  0.252239  0.708365  0.463476  0.140021    321.380245  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.005464  0.347392 -0.015729  0.477273  0.146709    306.730671  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.332823  0.311574  1.068198  0.534247  0.170847    263.394107  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.575419  0.617806  0.931391  0.498630  0.197145    228.258456  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.570282  0.540478  1.055145  0.547945  0.275184    163.527025  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.550530  0.527211  1.044230  0.545205  0.200742    224.168160  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.354000  0.288256  1.228077  0.536986  0.189047    238.036243  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.249065  0.165946  1.500880  0.545205  0.163531    275.177807  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.364911  0.157243  2.320674  0.540404  0.163831    274.673948  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.036378  0.165287  0.220090  0.487374  0.172167    261.374620  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.682503  0.239854  2.845495  0.530303  0.173029    260.072081  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.137411  0.170911  0.803990  0.505051  0.178588    251.977063  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.081683  0.202396 -0.403579  0.526027  0.171409    262.530241  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.148653  0.167549 -0.887223  0.450820  0.192078    234.280223  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14  0.006600  0.124173  0.053148  0.510929  0.143273    314.085707  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.2, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.069763  0.174740  0.399241  0.471033  0.122596    367.058056  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.001804  0.257732 -0.007001  0.441919  0.119006    378.131833  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.325337  0.225123  1.445148  0.545205  0.144353    311.735144  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.432090  0.393393  1.098365  0.539726  0.157686    285.377589  2018-09-28 2020-09-27 2020-09-28 2021-09-27
