

=== update_days = 60 ===

-- entry=0.1, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
10  0.682503  0.239854  2.845495  0.530303  0.173029    260.072081  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.137411  0.170911  0.803990  0.505051  0.178588    251.977063  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.081683  0.202396 -0.403579  0.526027  0.171409    262.530241  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.148653  0.167549 -0.887223  0.450820  0.192078    234.280223  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14  0.006600  0.124173  0.053148  0.510929  0.143273    314.085707  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.156629  0.193038  0.811390  0.465995  0.191806    234.612505  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.152427  0.241011 -0.632448  0.431818  0.199843    225.176283  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.206313  0.233657  0.882974  0.520548  0.236565    190.222676  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.603093  0.487737  1.236514  0.545205  0.226082    199.043209  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.542686  0.348084  1.559067  0.561644  0.267710    168.092482  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.385812  0.291161  1.325085  0.550685  0.228650    196.807474  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.220737  0.181087  1.218951  0.526027  0.234784    191.665613  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.102809  0.144653  0.710729  0.542466  0.203807    220.797154  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.041415  0.137254  0.301738  0.484848  0.215735    208.589281  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9  -0.079462  0.158782 -0.500448  0.482323  0.212663    211.602594  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.414392  0.169016  2.451798  0.507576  0.211870    212.394837  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11 -0.153772  0.156364 -0.983423  0.474747  0.217640    206.763040  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.205389  0.141764 -1.448813  0.487671  0.198329    226.896072  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.252571  0.129888 -1.944526  0.442623  0.234547    191.859419  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14  0.006974  0.103559  0.067341  0.513661  0.195799    229.827953  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.2 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.142365  0.199772  0.712638  0.468514  0.195354    230.350665  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.098181  0.258291 -0.380117  0.431818  0.208085    216.257827  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.217867  0.241518  0.902073  0.509589  0.247082    182.125685  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.549551  0.487120  1.128162  0.526027  0.246897    182.262528  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.629169  0.380604  1.653081  0.558904  0.286719    156.948171  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.419178  0.320794  1.306686  0.556164  0.240176    187.362801  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.197298  0.192095  1.027085  0.501370  0.246992    182.191785  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.128998  0.142433  0.905679  0.534247  0.218832    205.637579  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.066875  0.137004  0.488122  0.472222  0.229513    196.067301  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9  -0.062044  0.155932 -0.397891  0.482323  0.230795    194.978560  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.426175  0.174959  2.435858  0.507576  0.231241    194.602127  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11 -0.157125  0.162370 -0.967697  0.472222  0.232899    193.216519  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.204786  0.149609 -1.368811  0.482192  0.219741    204.786909  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.231153  0.133246 -1.734790  0.428962  0.250980    179.297035  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14 -0.016773  0.112711 -0.148814  0.486339  0.201750    223.048214  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.5 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.257299  0.227306  1.131949  0.473552  0.198273    226.960351  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.069799  0.294891 -0.236695  0.436869  0.208883    215.431448  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.178559  0.264589  0.674856  0.531507  0.238961    188.315441  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.626429  0.570885  1.097295  0.536986  0.240138    187.392546  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.770043  0.414647  1.857106  0.536986  0.303509    148.265619  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.465717  0.408142  1.141067  0.523288  0.240910    186.791386  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.210623  0.235470  0.894478  0.517808  0.240566    187.058763  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.181589  0.156654  1.159172  0.553425  0.210908    213.363537  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.252689  0.151883  1.663708  0.535354  0.224382    200.550937  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.026799  0.144894  0.184958  0.474747  0.235097    191.410299  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.480003  0.196750  2.439656  0.497475  0.232770    193.323907  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.012991  0.154126  0.084286  0.492424  0.228736    196.733735  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.199917  0.168819 -1.184215  0.473973  0.222391    202.346077  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.289183  0.144281 -2.004309  0.412568  0.251592    178.860974  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14 -0.037431  0.111521 -0.335642  0.516393  0.200547    224.386512  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.7 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.201108  0.237189  0.847881  0.478589  0.195752    229.882995  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.025421  0.317772 -0.079999  0.452020  0.194383    231.501480  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.217137  0.291936  0.743781  0.528767  0.222416    202.323733  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.561736  0.579487  0.969367  0.504110  0.231371    194.492474  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.614540  0.431145  1.425368  0.526027  0.329231    136.682230  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.497342  0.470441  1.057183  0.523288  0.236742    190.080280  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.305615  0.255975  1.193928  0.531507  0.238371    188.781073  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.201360  0.154521  1.303125  0.528767  0.202091    222.671573  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.328072  0.155383  2.111372  0.535354  0.213539    210.734257  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9  -0.007393  0.151054 -0.048945  0.477273  0.222942    201.845804  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.541290  0.214840  2.519507  0.494949  0.220121    204.432969  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.091737  0.163944  0.559565  0.507576  0.221774    202.909518  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.183194  0.185340 -0.988420  0.501370  0.218097    206.330328  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.218105  0.152588 -1.429370  0.453552  0.246918    182.247014  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14 -0.023794  0.116056 -0.205019  0.510929  0.196141    229.426459  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0   0.178677  0.252239  0.708365  0.463476  0.140021    321.380245  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  -0.005464  0.347392 -0.015729  0.477273  0.146709    306.730671  2018-04-01 2020-03-31 2020-04-01 2021-03-31
2   0.332823  0.311574  1.068198  0.534247  0.170847    263.394107  2018-06-30 2020-06-29 2020-06-30 2021-06-29
3   0.575419  0.617806  0.931391  0.498630  0.197145    228.258456  2018-09-28 2020-09-27 2020-09-28 2021-09-27
4   0.570282  0.540478  1.055145  0.547945  0.275184    163.527025  2018-12-27 2020-12-26 2020-12-27 2021-12-26
5   0.550530  0.527211  1.044230  0.545205  0.200742    224.168160  2019-03-27 2021-03-26 2021-03-27 2022-03-26
6   0.354000  0.288256  1.228077  0.536986  0.189047    238.036243  2019-06-25 2021-06-24 2021-06-25 2022-06-24
7   0.249065  0.165946  1.500880  0.545205  0.163531    275.177807  2019-09-23 2021-09-22 2021-09-23 2022-09-22
8   0.364911  0.157243  2.320674  0.540404  0.163831    274.673948  2019-12-22 2021-12-21 2021-12-22 2022-12-21
9   0.036378  0.165287  0.220090  0.487374  0.172167    261.374620  2020-03-21 2022-03-20 2022-03-21 2023-03-20
10  0.682503  0.239854  2.845495  0.530303  0.173029    260.072081  2020-06-19 2022-06-18 2022-06-19 2023-06-18
11  0.137411  0.170911  0.803990  0.505051  0.178588    251.977063  2020-09-17 2022-09-16 2022-09-17 2023-09-16
12 -0.081683  0.202396 -0.403579  0.526027  0.171409    262.530241  2020-12-16 2022-12-15 2022-12-16 2023-12-15
13 -0.148653  0.167549 -0.887223  0.450820  0.192078    234.280223  2021-03-16 2023-03-15 2023-03-16 2024-03-15
14  0.006600  0.124173  0.053148  0.510929  0.143273    314.085707  2021-06-14 2023-06-13 2023-06-14 2024-06-13


=== update_days = 180 ===

-- entry=0.1, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.028487  0.170152  0.167423  0.476071  0.091991    978.357359  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.209981  0.219875  0.955001  0.542466  0.111724    805.556348  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.509191  0.346734  1.468534  0.517808  0.158728    567.009225  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.212895  0.166377  1.279592  0.520548  0.104986    857.253525  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.217947  0.118498  1.839253  0.510101  0.102451    878.469485  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.387927  0.166756  2.326318  0.515152  0.106963    841.411247  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6  0.005718  0.142279  0.040189  0.526027  0.096656    931.137401  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.004225  0.102370 -0.041275  0.500000  0.081608   1102.836916  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.047311  0.177073  0.267186  0.468514  0.093883    958.639112  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.327577  0.226714  1.444893  0.550685  0.120422    747.373448  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.511734  0.360948  1.417750  0.512329  0.168826    533.092889  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.200608  0.173636  1.155332  0.509589  0.111109    810.018258  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.236115  0.121340  1.945890  0.505051  0.111743    805.419054  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.401240  0.170209  2.357334  0.510101  0.112047    803.231323  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.005960  0.147909 -0.040294  0.512329  0.104287    863.000474  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.012625  0.102564  0.123093  0.497268  0.086275   1043.172699  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767    812.514266  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.243024  0.253306  0.959410  0.547945  0.131607    683.854730  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.565407  0.388778  1.454317  0.515068  0.199501    451.124931  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.289865  0.208054  1.393220  0.528767  0.133064    676.366843  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.301734  0.132215  2.282138  0.527778  0.126291    712.639050  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.484881  0.193554  2.505146  0.525253  0.130781    688.175246  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.049215  0.160641 -0.306367  0.517808  0.124581    722.420692  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.011179  0.104057 -0.107432  0.502732  0.097641    921.746847  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645    733.824314  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.265511  0.270390  0.981957  0.550685  0.146324    615.075258  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.466789  0.412551  1.131470  0.534247  0.242681    370.856781  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.299652  0.240531  1.245795  0.517808  0.153850    584.984475  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364552  0.135121  2.697966  0.547980  0.140103    642.383545  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.550574  0.214990  2.560924  0.520202  0.135620    663.617061  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.028691  0.181332 -0.158222  0.531507  0.134761    667.849798  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.016056  0.110452  0.145365  0.510929  0.112739    798.302945  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.1, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021    642.760490  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.332823  0.311574  1.068198  0.534247  0.170847    526.788215  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.570282  0.540478  1.055145  0.547945  0.275184    327.054051  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.354000  0.288256  1.228077  0.536986  0.189047    476.072486  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364911  0.157243  2.320674  0.540404  0.163831    549.347896  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.682503  0.239854  2.845495  0.530303  0.173029    520.144162  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.081683  0.202396 -0.403579  0.526027  0.171409    525.060481  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.006600  0.124173  0.053148  0.510929  0.143273    628.171415  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.2, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.069763  0.174740  0.399241  0.471033  0.122596    734.116113  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.325337  0.225123  1.445148  0.545205  0.144353    623.470288  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.356836  0.349796  1.020126  0.504110  0.191658    469.587332  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.197359  0.167812  1.176070  0.520548  0.141179    637.489922  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.178401  0.119470  1.493273  0.502525  0.136233    660.633397  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.333360  0.168242  1.981439  0.497475  0.141333    636.795690  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.025767  0.141717 -0.181821  0.515068  0.131134    686.320556  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.003588  0.098854 -0.036300  0.489071  0.111285    808.737693  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.2, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.047311  0.177073  0.267186  0.468514  0.093883    958.639112  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.327577  0.226714  1.444893  0.550685  0.120422    747.373448  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.511734  0.360948  1.417750  0.512329  0.168826    533.092889  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.200608  0.173636  1.155332  0.509589  0.111109    810.018258  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.236115  0.121340  1.945890  0.505051  0.111743    805.419054  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.401240  0.170209  2.357334  0.510101  0.112047    803.231323  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.005960  0.147909 -0.040294  0.512329  0.104287    863.000474  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.012625  0.102564  0.123093  0.497268  0.086275   1043.172699  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.2, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767    812.514266  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.243024  0.253306  0.959410  0.547945  0.131607    683.854730  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.565407  0.388778  1.454317  0.515068  0.199501    451.124931  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.289865  0.208054  1.393220  0.528767  0.133064    676.366843  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.301734  0.132215  2.282138  0.527778  0.126291    712.639050  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.484881  0.193554  2.505146  0.525253  0.130781    688.175246  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.049215  0.160641 -0.306367  0.517808  0.124581    722.420692  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.011179  0.104057 -0.107432  0.502732  0.097641    921.746847  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.2, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645    733.824314  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.265511  0.270390  0.981957  0.550685  0.146324    615.075258  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.466789  0.412551  1.131470  0.534247  0.242681    370.856781  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.299652  0.240531  1.245795  0.517808  0.153850    584.984475  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364552  0.135121  2.697966  0.547980  0.140103    642.383545  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.550574  0.214990  2.560924  0.520202  0.135620    663.617061  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.028691  0.181332 -0.158222  0.531507  0.134761    667.849798  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.016056  0.110452  0.145365  0.510929  0.112739    798.302945  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.2, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021    642.760490  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.332823  0.311574  1.068198  0.534247  0.170847    526.788215  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.570282  0.540478  1.055145  0.547945  0.275184    327.054051  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.354000  0.288256  1.228077  0.536986  0.189047    476.072486  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364911  0.157243  2.320674  0.540404  0.163831    549.347896  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.682503  0.239854  2.845495  0.530303  0.173029    520.144162  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.081683  0.202396 -0.403579  0.526027  0.171409    525.060481  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.006600  0.124173  0.053148  0.510929  0.143273    628.171415  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.5, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.059269  0.181105  0.327263  0.476071  0.157025    573.157558  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.204402  0.220971  0.925019  0.547945  0.181523    495.804851  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.423424  0.345407  1.225872  0.556164  0.241268    373.029017  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.252065  0.173352  1.454067  0.528767  0.179872    500.354633  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.115931  0.120990  0.958191  0.479798  0.174601    515.461505  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.355897  0.167664  2.122682  0.497475  0.178244    504.927214  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.044497  0.143869 -0.309288  0.498630  0.164544    546.966205  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.023975  0.094507 -0.253687  0.502732  0.143570    626.872515  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.5, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.023179  0.184199  0.125836  0.471033  0.160253    561.613005  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.199644  0.228241  0.874704  0.558904  0.181943    494.659839  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.540094  0.361520  1.493956  0.545205  0.248136    362.704656  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.248721  0.179451  1.386010  0.523288  0.182791    492.366294  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.164610  0.121906  1.350304  0.464646  0.181511    495.836876  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.390894  0.171692  2.276718  0.527778  0.183899    489.400165  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.062047  0.149949 -0.413785  0.506849  0.176511    509.882979  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.023684  0.098991 -0.239257  0.491803  0.141215    637.327086  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.5, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767    812.514266  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.243024  0.253306  0.959410  0.547945  0.131607    683.854730  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.565407  0.388778  1.454317  0.515068  0.199501    451.124931  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.289865  0.208054  1.393220  0.528767  0.133064    676.366843  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.301734  0.132215  2.282138  0.527778  0.126291    712.639050  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.484881  0.193554  2.505146  0.525253  0.130781    688.175246  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.049215  0.160641 -0.306367  0.517808  0.124581    722.420692  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.011179  0.104057 -0.107432  0.502732  0.097641    921.746847  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.5, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645    733.824314  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.265511  0.270390  0.981957  0.550685  0.146324    615.075258  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.466789  0.412551  1.131470  0.534247  0.242681    370.856781  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.299652  0.240531  1.245795  0.517808  0.153850    584.984475  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364552  0.135121  2.697966  0.547980  0.140103    642.383545  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.550574  0.214990  2.560924  0.520202  0.135620    663.617061  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.028691  0.181332 -0.158222  0.531507  0.134761    667.849798  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.016056  0.110452  0.145365  0.510929  0.112739    798.302945  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.5, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021    642.760490  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.332823  0.311574  1.068198  0.534247  0.170847    526.788215  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.570282  0.540478  1.055145  0.547945  0.275184    327.054051  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.354000  0.288256  1.228077  0.536986  0.189047    476.072486  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364911  0.157243  2.320674  0.540404  0.163831    549.347896  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.682503  0.239854  2.845495  0.530303  0.173029    520.144162  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.081683  0.202396 -0.403579  0.526027  0.171409    525.060481  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.006600  0.124173  0.053148  0.510929  0.143273    628.171415  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.7, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.131257  0.182397  0.719624  0.481108  0.172528    521.654533  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.166344  0.221530  0.750887  0.539726  0.197235    456.309359  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.404463  0.344922  1.172621  0.575342  0.256531    350.834812  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.218304  0.179018  1.219451  0.528767  0.200515    448.844892  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.165126  0.122348  1.349635  0.515152  0.191091    470.980093  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.346194  0.166029  2.085141  0.515152  0.187758    479.341487  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.034634  0.146926 -0.235727  0.528767  0.172136    522.841838  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.011526  0.099523  0.115807  0.516393  0.162540    553.709832  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.7, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
